tempo,y_centro,v_centro,erro_l2
7.960000000000000409e-01,-8.015054940317938720e-03,-1.878555600801711314e-02,4.326480340211445512e-07
8.000000000000000444e-01,-8.089562403850563896e-03,-1.846768556571489958e-02,4.274635811985865147e-07
8.040000000000000480e-01,-8.162792536763000678e-03,-1.814689910162050127e-02,4.221377065705066373e-07
8.080000000000000515e-01,-8.234733776119402410e-03,-1.782324726746918955e-02,4.166705819935232999e-07
8.120000000000000551e-01,-8.305374762498419355e-03,-1.749678116743449280e-02,4.110624134099097838e-07
8.160000000000000586e-01,-8.374704341786833386e-03,-1.716755235005820723e-02,4.053134409125685803e-07
8.200000000000000622e-01,-8.442711566940775889e-03,-1.683561280011145259e-02,3.994239388186032961e-07
8.240000000000000657e-01,-8.509385699714254805e-03,-1.650101493038621386e-02,3.933942157147077606e-07
8.280000000000000693e-01,-8.574716212354701120e-03,-1.616381157341921851e-02,3.872246145114012812e-07
8.320000000000000728e-01,-8.638692789265293645e-03,-1.582405597315003631e-02,3.809155124889316347e-07
8.359999999999999654e-01,-8.701305328633772429e-03,-1.548180177651393985e-02,3.744673213224960028e-07
8.399999999999999689e-01,-8.762543944027501377e-03,-1.513710302497139719e-02,3.678804871212699741e-07
8.439999999999999725e-01,-8.822398965954526828e-03,-1.479001414597470171e-02,3.611554904404088891e-07
8.479999999999999760e-01,-8.880860943390373602e-03,-1.444058994437381373e-02,3.542928462944783416e-07
8.519999999999999796e-01,-8.937920645270349546e-03,-1.408888559376271325e-02,3.472931041631988091e-07
8.559999999999999831e-01,-8.993569061947113974e-03,-1.373495662776764645e-02,3.401568479903017352e-07
8.599999999999999867e-01,-9.047797406613293167e-03,-1.337885893127857898e-02,3.328846961702116827e-07
8.639999999999999902e-01,-9.100597116688901797e-03,-1.302064873162506534e-02,3.254773015396116863e-07
8.679999999999999938e-01,-9.151959855173362121e-03,-1.266038258969786300e-02,3.179353513382532608e-07
8.719999999999999973e-01,-9.201877511961909298e-03,-1.229811739101846317e-02,3.102595671890450396e-07
8.760000000000000009e-01,-9.250342205126162523e-03,-1.193391033675669961e-02,3.024507050508656270e-07
8.800000000000000044e-01,-9.297346282158669428e-03,-1.156781893469857256e-02,2.945095551781252404e-07
8.840000000000000080e-01,-9.342882321181231187e-03,-1.119990099016604512e-02,2.864369420577518584e-07
8.880000000000000115e-01,-9.386943132116801897e-03,-1.083021459688893878e-02,2.782337243519065942e-07
8.920000000000000151e-01,-9.429521757824790504e-03,-1.045881812783290218e-02,2.699007948280963840e-07
8.960000000000000187e-01,-9.470611475199584850e-03,-1.008577022598223377e-02,2.614390802780346358e-07
9.000000000000000222e-01,-9.510205796232122644e-03,-9.711129795080394519e-03,2.528495414393248284e-07
9.040000000000000258e-01,-9.548298469034339347e-03,-9.334955990328868206e-03,2.441331728959645269e-07
9.080000000000000293e-01,-9.584883478826331654e-03,-8.957308209046993888e-03,2.352910029828243920e-07
